Vendor,"GRAPHTEC Corporation"
Model,"GL840"
Version,"Ver1.31  "
MaxChannel,20
GSStartCH,20
WLStartCH,20
MaxLogicChannel,4
Logic/Pulse,Off,Off,Off,Off,Off,Off,Off
TempUnit,C
Sampling interval,100ms
Total data points,6079      
Trigger,0         
Start time,2026-02-27,13:07:35
End time,2026-02-27,13:17:43
Trigger time,2026-02-27,13:07:35
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1,"Z1","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],0,13,23,0
CH2,"Z2","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,5,6,0
CH3,"Z3","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],9,22,8,0
CH4,"IC6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],21,0,21,0
CH5,"L6","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],28,16,2,0
CH6,"T19","M",TEMP,TC_J,500degC,Off,+500.00,-50.00,[degC],5,23,30,0
CH10,"CH10","M",DC,5V,,Off,+2.500,-2.500,[V],19,27,0,0
CH11,"CH11","M",DC,1-5V,,Off,+5.000,+1.000,[V],28,5,6,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH10,CH11,Alarm1-10,Alarm11-20,AlarmOut
       106,2026/02/27 13:07:45,500,+ 36.90,+ 24.20,+ 24.00,+ 24.75,+ 24.25,+ 24.05,+ 2.332,+ 1.095,LLLLLLLLLL,LLLLLLLLLL,LLLL
       107,2026/02/27 13:07:45,600,+ 37.00,+ 24.20,+ 24.00,+ 24.75,+ 24.25,+ 24.10,+ 2.331,+ 1.094,LLLLLLLLLL,LLLLLLLLLL,LLLL
       108,2026/02/27 13:07:45,700,+ 37.20,+ 24.20,+ 24.00,+ 24.80,+ 24.25,+ 24.05,+ 2.330,+ 1.094,LLLLLLLLLL,LLLLLLLLLL,LLLL
       109,2026/02/27 13:07:45,800,+ 37.30,+ 24.25,+ 24.00,+ 24.75,+ 24.25,+ 24.05,+ 2.329,+ 1.093,LLLLLLLLLL,LLLLLLLLLL,LLLL
       110,2026/02/27 13:07:45,900,+ 37.40,+ 24.25,+ 24.00,+ 24.80,+ 24.25,+ 24.05,+ 2.328,+ 1.093,LLLLLLLLLL,LLLLLLLLLL,LLLL
       111,2026/02/27 13:07:46,  0,+ 37.50,+ 24.30,+ 23.95,+ 24.80,+ 24.30,+ 24.10,+ 2.327,+ 1.092,LLLLLLLLLL,LLLLLLLLLL,LLLL
       112,2026/02/27 13:07:46,100,+ 37.65,+ 24.30,+ 24.00,+ 24.85,+ 24.25,+ 24.10,+ 2.326,+ 1.091,LLLLLLLLLL,LLLLLLLLLL,LLLL
       113,2026/02/27 13:07:46,200,+ 37.80,+ 24.30,+ 24.00,+ 24.85,+ 24.30,+ 24.10,+ 2.325,+ 1.090,LLLLLLLLLL,LLLLLLLLLL,LLLL
       114,2026/02/27 13:07:46,300,+ 37.90,+ 24.30,+ 23.90,+ 24.85,+ 24.25,+ 24.10,+ 2.324,+ 1.090,LLLLLLLLLL,LLLLLLLLLL,LLLL
       115,2026/02/27 13:07:46,400,+ 38.00,+ 24.30,+ 23.95,+ 24.85,+ 24.30,+ 24.10,+ 2.323,+ 1.090,LLLLLLLLLL,LLLLLLLLLL,LLLL
       116,2026/02/27 13:07:46,500,+ 38.10,+ 24.35,+ 23.95,+ 24.85,+ 24.25,+ 24.10,+ 2.322,+ 1.089,LLLLLLLLLL,LLLLLLLLLL,LLLL
       117,2026/02/27 13:07:46,600,+ 38.25,+ 24.40,+ 23.95,+ 24.90,+ 24.30,+ 24.15,+ 2.321,+ 1.088,LLLLLLLLLL,LLLLLLLLLL,LLLL
       118,2026/02/27 13:07:46,700,+ 38.35,+ 24.40,+ 24.00,+ 25.05,+ 24.35,+ 24.10,+ 2.320,+ 1.088,LLLLLLLLLL,LLLLLLLLLL,LLLL
       119,2026/02/27 13:07:46,800,+ 38.50,+ 24.40,+ 24.05,+ 25.00,+ 24.35,+ 24.20,+ 2.319,+ 1.087,LLLLLLLLLL,LLLLLLLLLL,LLLL
       120,2026/02/27 13:07:46,900,+ 38.60,+ 24.50,+ 24.05,+ 25.05,+ 24.35,+ 24.20,+ 2.318,+ 1.086,LLLLLLLLLL,LLLLLLLLLL,LLLL
       121,2026/02/27 13:07:47,  0,+ 38.70,+ 24.50,+ 24.05,+ 25.10,+ 24.35,+ 24.15,+ 2.317,+ 1.085,LLLLLLLLLL,LLLLLLLLLL,LLLL
       122,2026/02/27 13:07:47,100,+ 38.80,+ 24.50,+ 24.05,+ 25.10,+ 24.35,+ 24.20,+ 2.316,+ 1.085,LLLLLLLLLL,LLLLLLLLLL,LLLL
       123,2026/02/27 13:07:47,200,+ 38.90,+ 24.50,+ 24.05,+ 25.10,+ 24.40,+ 24.15,+ 2.315,+ 1.085,LLLLLLLLLL,LLLLLLLLLL,LLLL
       124,2026/02/27 13:07:47,300,+ 39.00,+ 24.50,+ 24.05,+ 25.15,+ 24.35,+ 24.15,+ 2.315,+ 1.085,LLLLLLLLLL,LLLLLLLLLL,LLLL
       125,2026/02/27 13:07:47,400,+ 39.15,+ 24.50,+ 24.00,+ 25.15,+ 24.40,+ 24.20,+ 2.314,+ 1.084,LLLLLLLLLL,LLLLLLLLLL,LLLL
       126,2026/02/27 13:07:47,500,+ 39.20,+ 24.60,+ 24.05,+ 25.20,+ 24.45,+ 24.15,+ 2.313,+ 1.083,LLLLLLLLLL,LLLLLLLLLL,LLLL
       127,2026/02/27 13:07:47,600,+ 39.35,+ 24.60,+ 24.05,+ 25.20,+ 24.40,+ 24.20,+ 2.312,+ 1.083,LLLLLLLLLL,LLLLLLLLLL,LLLL
       128,2026/02/27 13:07:47,700,+ 39.45,+ 24.60,+ 24.05,+ 25.20,+ 24.40,+ 24.20,+ 2.311,+ 1.082,LLLLLLLLLL,LLLLLLLLLL,LLLL
       129,2026/02/27 13:07:47,800,+ 39.50,+ 24.60,+ 24.05,+ 25.20,+ 24.45,+ 24.20,+ 2.310,+ 1.081,LLLLLLLLLL,LLLLLLLLLL,LLLL
       130,2026/02/27 13:07:47,900,+ 39.60,+ 24.60,+ 24.05,+ 25.25,+ 24.40,+ 24.20,+ 2.309,+ 1.080,LLLLLLLLLL,LLLLLLLLLL,LLLL
       131,2026/02/27 13:07:48,  0,+ 39.70,+ 24.60,+ 24.05,+ 25.25,+ 24.45,+ 24.20,+ 2.308,+ 1.080,LLLLLLLLLL,LLLLLLLLLL,LLLL
       132,2026/02/27 13:07:48,100,+ 39.75,+ 24.60,+ 24.05,+ 25.25,+ 24.50,+ 24.20,+ 2.308,+ 1.080,LLLLLLLLLL,LLLLLLLLLL,LLLL
       133,2026/02/27 13:07:48,200,+ 39.80,+ 24.60,+ 24.05,+ 25.25,+ 24.40,+ 24.15,+ 2.307,+ 1.079,LLLLLLLLLL,LLLLLLLLLL,LLLL
       134,2026/02/27 13:07:48,300,+ 39.90,+ 24.60,+ 24.05,+ 25.30,+ 24.45,+ 24.15,+ 2.306,+ 1.079,LLLLLLLLLL,LLLLLLLLLL,LLLL
       135,2026/02/27 13:07:48,400,+ 40.05,+ 24.60,+ 24.05,+ 25.35,+ 24.40,+ 24.20,+ 2.305,+ 1.078,LLLLLLLLLL,LLLLLLLLLL,LLLL
       136,2026/02/27 13:07:48,500,+ 40.10,+ 24.65,+ 24.05,+ 25.35,+ 24.50,+ 24.15,+ 2.304,+ 1.077,LLLLLLLLLL,LLLLLLLLLL,LLLL
       137,2026/02/27 13:07:48,600,+ 40.15,+ 24.65,+ 24.05,+ 25.35,+ 24.45,+ 24.20,+ 2.304,+ 1.077,LLLLLLLLLL,LLLLLLLLLL,LLLL
       138,2026/02/27 13:07:48,700,+ 40.25,+ 24.65,+ 24.05,+ 25.40,+ 24.45,+ 24.20,+ 2.304,+ 1.077,LLLLLLLLLL,LLLLLLLLLL,LLLL
       139,2026/02/27 13:07:48,800,+ 40.35,+ 24.65,+ 24.05,+ 25.40,+ 24.50,+ 24.20,+ 2.303,+ 1.076,LLLLLLLLLL,LLLLLLLLLL,LLLL
       140,2026/02/27 13:07:48,900,+ 40.45,+ 24.70,+ 24.05,+ 25.45,+ 24.50,+ 24.20,+ 2.302,+ 1.076,LLLLLLLLLL,LLLLLLLLLL,LLLL
       141,2026/02/27 13:07:49,  0,+ 40.50,+ 24.70,+ 24.05,+ 25.50,+ 24.50,+ 24.20,+ 2.302,+ 1.076,LLLLLLLLLL,LLLLLLLLLL,LLLL
       142,2026/02/27 13:07:49,100,+ 40.60,+ 24.65,+ 24.05,+ 25.50,+ 24.55,+ 24.20,+ 2.301,+ 1.075,LLLLLLLLLL,LLLLLLLLLL,LLLL
       143,2026/02/27 13:07:49,200,+ 40.60,+ 24.65,+ 24.05,+ 25.50,+ 24.50,+ 24.20,+ 2.300,+ 1.075,LLLLLLLLLL,LLLLLLLLLL,LLLL
       144,2026/02/27 13:07:49,300,+ 40.70,+ 24.65,+ 24.05,+ 25.50,+ 24.50,+ 24.20,+ 2.299,+ 1.074,LLLLLLLLLL,LLLLLLLLLL,LLLL
       145,2026/02/27 13:07:49,400,+ 40.80,+ 24.65,+ 24.05,+ 25.50,+ 24.55,+ 24.20,+ 2.299,+ 1.074,LLLLLLLLLL,LLLLLLLLLL,LLLL
       146,2026/02/27 13:07:49,500,+ 40.85,+ 24.65,+ 24.10,+ 25.50,+ 24.55,+ 24.20,+ 2.298,+ 1.074,LLLLLLLLLL,LLLLLLLLLL,LLLL
       147,2026/02/27 13:07:49,600,+ 40.90,+ 24.65,+ 24.05,+ 25.55,+ 24.60,+ 24.20,+ 2.298,+ 1.073,LLLLLLLLLL,LLLLLLLLLL,LLLL
       148,2026/02/27 13:07:49,700,+ 41.00,+ 24.70,+ 24.05,+ 25.55,+ 24.55,+ 24.20,+ 2.297,+ 1.073,LLLLLLLLLL,LLLLLLLLLL,LLLL
       149,2026/02/27 13:07:49,800,+ 41.15,+ 24.80,+ 24.15,+ 25.65,+ 24.60,+ 24.25,+ 2.296,+ 1.072,LLLLLLLLLL,LLLLLLLLLL,LLLL
       150,2026/02/27 13:07:49,900,+ 41.20,+ 24.80,+ 24.10,+ 25.65,+ 24.60,+ 24.25,+ 2.296,+ 1.072,LLLLLLLLLL,LLLLLLLLLL,LLLL
       151,2026/02/27 13:07:50,  0,+ 41.30,+ 24.80,+ 24.10,+ 25.70,+ 24.60,+ 24.20,+ 2.295,+ 1.072,LLLLLLLLLL,LLLLLLLLLL,LLLL
       152,2026/02/27 13:07:50,100,+ 41.35,+ 24.85,+ 24.15,+ 25.75,+ 24.60,+ 24.25,+ 2.294,+ 1.072,LLLLLLLLLL,LLLLLLLLLL,LLLL
       153,2026/02/27 13:07:50,200,+ 41.40,+ 24.85,+ 24.15,+ 25.75,+ 24.60,+ 24.25,+ 2.294,+ 1.071,LLLLLLLLLL,LLLLLLLLLL,LLLL
       154,2026/02/27 13:07:50,300,+ 41.45,+ 24.85,+ 24.15,+ 25.75,+ 24.60,+ 24.25,+ 2.293,+ 1.071,LLLLLLLLLL,LLLLLLLLLL,LLLL
       155,2026/02/27 13:07:50,400,+ 41.45,+ 24.90,+ 24.10,+ 25.80,+ 24.65,+ 24.30,+ 2.293,+ 1.071,LLLLLLLLLL,LLLLLLLLLL,LLLL
       156,2026/02/27 13:07:50,500,+ 41.55,+ 24.90,+ 24.15,+ 25.80,+ 24.60,+ 24.30,+ 2.292,+ 1.070,LLLLLLLLLL,LLLLLLLLLL,LLLL
       157,2026/02/27 13:07:50,600,+ 41.60,+ 24.90,+ 24.15,+ 25.80,+ 24.60,+ 24.25,+ 2.292,+ 1.070,LLLLLLLLLL,LLLLLLLLLL,LLLL
       158,2026/02/27 13:07:50,700,+ 41.70,+ 24.95,+ 24.10,+ 25.85,+ 24.65,+ 24.30,+ 2.292,+ 1.070,LLLLLLLLLL,LLLLLLLLLL,LLLL
       159,2026/02/27 13:07:50,800,+ 41.75,+ 24.95,+ 24.15,+ 25.80,+ 24.65,+ 24.25,+ 2.291,+ 1.069,LLLLLLLLLL,LLLLLLLLLL,LLLL
       160,2026/02/27 13:07:50,900,+ 41.80,+ 25.00,+ 24.15,+ 25.85,+ 24.65,+ 24.30,+ 2.290,+ 1.069,LLLLLLLLLL,LLLLLLLLLL,LLLL
       161,2026/02/27 13:07:51,  0,+ 41.90,+ 25.00,+ 24.15,+ 25.90,+ 24.65,+ 24.30,+ 2.290,+ 1.069,LLLLLLLLLL,LLLLLLLLLL,LLLL
       162,2026/02/27 13:07:51,100,+ 41.95,+ 25.00,+ 24.20,+ 25.90,+ 24.70,+ 24.30,+ 2.289,+ 1.068,LLLLLLLLLL,LLLLLLLLLL,LLLL
       163,2026/02/27 13:07:51,200,+ 42.05,+ 25.00,+ 24.15,+ 26.00,+ 24.70,+ 24.30,+ 2.288,+ 1.068,LLLLLLLLLL,LLLLLLLLLL,LLLL
       164,2026/02/27 13:07:51,300,+ 42.05,+ 25.00,+ 24.20,+ 26.00,+ 24.75,+ 24.35,+ 2.288,+ 1.069,LLLLLLLLLL,LLLLLLLLLL,LLLL
       165,2026/02/27 13:07:51,400,+ 42.10,+ 25.00,+ 24.20,+ 26.00,+ 24.70,+ 24.35,+ 2.288,+ 1.068,LLLLLLLLLL,LLLLLLLLLL,LLLL
       166,2026/02/27 13:07:51,500,+ 42.15,+ 25.00,+ 24.20,+ 26.05,+ 24.75,+ 24.35,+ 2.287,+ 1.068,LLLLLLLLLL,LLLLLLLLLL,LLLL
       167,2026/02/27 13:07:51,600,+ 42.20,+ 25.00,+ 24.20,+ 26.05,+ 24.75,+ 24.30,+ 2.287,+ 1.068,LLLLLLLLLL,LLLLLLLLLL,LLLL
       168,2026/02/27 13:07:51,700,+ 42.25,+ 25.05,+ 24.20,+ 26.05,+ 24.75,+ 24.35,+ 2.286,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       169,2026/02/27 13:07:51,800,+ 42.30,+ 25.05,+ 24.20,+ 26.15,+ 24.75,+ 24.35,+ 2.286,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       170,2026/02/27 13:07:51,900,+ 42.35,+ 25.00,+ 24.25,+ 26.15,+ 24.75,+ 24.35,+ 2.285,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       171,2026/02/27 13:07:52,  0,+ 42.40,+ 25.05,+ 24.25,+ 26.15,+ 24.80,+ 24.35,+ 2.285,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       172,2026/02/27 13:07:52,100,+ 42.45,+ 25.10,+ 24.25,+ 26.15,+ 24.80,+ 24.35,+ 2.285,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       173,2026/02/27 13:07:52,200,+ 42.50,+ 25.10,+ 24.25,+ 26.15,+ 24.80,+ 24.35,+ 2.284,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       174,2026/02/27 13:07:52,300,+ 42.55,+ 25.15,+ 24.25,+ 26.15,+ 24.85,+ 24.40,+ 2.284,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       175,2026/02/27 13:07:52,400,+ 42.60,+ 25.15,+ 24.25,+ 26.15,+ 24.85,+ 24.40,+ 2.283,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       176,2026/02/27 13:07:52,500,+ 42.70,+ 25.15,+ 24.30,+ 26.20,+ 24.80,+ 24.45,+ 2.283,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       177,2026/02/27 13:07:52,600,+ 42.75,+ 25.15,+ 24.25,+ 26.25,+ 24.85,+ 24.40,+ 2.282,+ 1.066,LLLLLLLLLL,LLLLLLLLLL,LLLL
       178,2026/02/27 13:07:52,700,+ 42.80,+ 25.20,+ 24.25,+ 26.25,+ 24.85,+ 24.40,+ 2.282,+ 1.066,LLLLLLLLLL,LLLLLLLLLL,LLLL
       179,2026/02/27 13:07:52,800,+ 42.85,+ 25.20,+ 24.30,+ 26.25,+ 24.85,+ 24.45,+ 2.282,+ 1.066,LLLLLLLLLL,LLLLLLLLLL,LLLL
       180,2026/02/27 13:07:52,900,+ 42.85,+ 25.20,+ 24.30,+ 26.25,+ 24.90,+ 24.45,+ 2.281,+ 1.067,LLLLLLLLLL,LLLLLLLLLL,LLLL
       181,2026/02/27 13:07:53,  0,+ 42.85,+ 25.25,+ 24.20,+ 26.30,+ 24.90,+ 24.45,+ 2.282,+ 1.066,LLLLLLLLLL,LLLLLLLLLL,LLLL
       182,2026/02/27 13:07:53,100,+ 42.90,+ 25.25,+ 24.30,+ 26.30,+ 24.90,+ 24.45,+ 2.281,+ 1.066,LLLLLLLLLL,LLLLLLLLLL,LLLL
       183,2026/02/27 13:07:53,200,+ 42.95,+ 25.25,+ 24.30,+ 26.35,+ 24.90,+ 24.45,+ 2.281,+ 1.066,LLLLLLLLLL,LLLLLLLLLL,LLLL
       184,2026/02/27 13:07:53,300,+ 43.00,+ 25.25,+ 24.30,+ 26.30,+ 24.90,+ 24.45,+ 2.280,+ 1.066,LLLLLLLLLL,LLLLLLLLLL,LLLL
       185,2026/02/27 13:07:53,400,+ 43.05,+ 25.30,+ 24.30,+ 26.40,+ 24.90,+ 24.50,+ 2.279,+ 1.065,LLLLLLLLLL,LLLLLLLLLL,LLLL
       186,2026/02/27 13:07:53,500,+ 43.10,+ 25.25,+ 24.30,+ 26.35,+ 24.90,+ 24.50,+ 2.279,+ 1.065,LLLLLLLLLL,LLLLLLLLLL,LLLL
       187,2026/02/27 13:07:53,600,+ 43.15,+ 25.30,+ 24.35,+ 26.40,+ 24.90,+ 24.45,+ 2.279,+ 1.065,LLLLLLLLLL,LLLLLLLLLL,LLLL
       188,2026/02/27 13:07:53,700,+ 43.20,+ 25.30,+ 24.35,+ 26.40,+ 24.90,+ 24.50,+ 2.278,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       189,2026/02/27 13:07:53,800,+ 43.25,+ 25.30,+ 24.35,+ 26.40,+ 24.90,+ 24.45,+ 2.278,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       190,2026/02/27 13:07:53,900,+ 43.30,+ 25.30,+ 24.35,+ 26.40,+ 24.90,+ 24.55,+ 2.278,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       191,2026/02/27 13:07:54,  0,+ 43.35,+ 25.30,+ 24.35,+ 26.40,+ 24.95,+ 24.55,+ 2.277,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       192,2026/02/27 13:07:54,100,+ 43.40,+ 25.30,+ 24.35,+ 26.45,+ 24.95,+ 24.45,+ 2.277,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       193,2026/02/27 13:07:54,200,+ 43.40,+ 25.30,+ 24.35,+ 26.45,+ 25.00,+ 24.50,+ 2.277,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       194,2026/02/27 13:07:54,300,+ 43.45,+ 25.35,+ 24.35,+ 26.45,+ 24.95,+ 24.55,+ 2.276,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       195,2026/02/27 13:07:54,400,+ 43.55,+ 25.35,+ 24.35,+ 26.45,+ 25.00,+ 24.55,+ 2.276,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       196,2026/02/27 13:07:54,500,+ 43.60,+ 25.35,+ 24.35,+ 26.50,+ 25.00,+ 24.55,+ 2.276,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       197,2026/02/27 13:07:54,600,+ 43.60,+ 25.40,+ 24.35,+ 26.55,+ 25.00,+ 24.55,+ 2.276,+ 1.064,LLLLLLLLLL,LLLLLLLLLL,LLLL
       198,2026/02/27 13:07:54,700,+ 43.60,+ 25.40,+ 24.35,+ 26.55,+ 25.00,+ 24.50,+ 2.276,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       199,2026/02/27 13:07:54,800,+ 43.60,+ 25.45,+ 24.35,+ 26.60,+ 25.00,+ 24.50,+ 2.275,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       200,2026/02/27 13:07:54,900,+ 43.70,+ 25.45,+ 24.40,+ 26.60,+ 25.00,+ 24.55,+ 2.275,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       201,2026/02/27 13:07:55,  0,+ 43.70,+ 25.45,+ 24.35,+ 26.60,+ 25.05,+ 24.60,+ 2.275,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       202,2026/02/27 13:07:55,100,+ 43.70,+ 25.45,+ 24.40,+ 26.65,+ 25.05,+ 24.55,+ 2.274,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       203,2026/02/27 13:07:55,200,+ 43.70,+ 25.45,+ 24.40,+ 26.65,+ 25.05,+ 24.55,+ 2.274,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       204,2026/02/27 13:07:55,300,+ 43.80,+ 25.50,+ 24.40,+ 26.65,+ 25.10,+ 24.60,+ 2.274,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       205,2026/02/27 13:07:55,400,+ 43.85,+ 25.50,+ 24.40,+ 26.70,+ 25.10,+ 24.55,+ 2.273,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       206,2026/02/27 13:07:55,500,+ 43.90,+ 25.50,+ 24.40,+ 26.70,+ 25.15,+ 24.50,+ 2.273,+ 1.063,LLLLLLLLLL,LLLLLLLLLL,LLLL
       207,2026/02/27 13:07:55,600,+ 43.90,+ 25.50,+ 24.40,+ 26.70,+ 25.15,+ 24.55,+ 2.273,+ 1.062,LLLLLLLLLL,LLLLLLLLLL,LLLL
       208,2026/02/27 13:07:55,700,+ 44.00,+ 25.50,+ 24.45,+ 26.70,+ 25.10,+ 24.60,+ 2.272,+ 1.062,LLLLLLLLLL,LLLLLLLLLL,LLLL
       209,2026/02/27 13:07:55,800,+ 44.00,+ 25.55,+ 24.40,+ 26.70,+ 25.15,+ 24.60,+ 2.272,+ 1.062,LLLLLLLLLL,LLLLLLLLLL,LLLL
       210,2026/02/27 13:07:55,900,+ 43.95,+ 25.55,+ 24.40,+ 26.70,+ 25.15,+ 24.60,+ 2.272,+ 1.062,LLLLLLLLLL,LLLLLLLLLL,LLLL
       211,2026/02/27 13:07:56,  0,+ 44.00,+ 25.60,+ 24.45,+ 26.75,+ 25.15,+ 24.60,+ 2.272,+ 1.062,LLLLLLLLLL,LLLLLLLLLL,LLLL
       212,2026/02/27 13:07:56,100,+ 44.05,+ 25.60,+ 24.45,+ 26.75,+ 25.20,+ 24.60,+ 2.272,+ 1.061,LLLLLLLLLL,LLLLLLLLLL,LLLL
       213,2026/02/27 13:07:56,200,+ 44.10,+ 25.60,+ 24.50,+ 26.75,+ 25.20,+ 24.60,+ 2.272,+ 1.061,LLLLLLLLLL,LLLLLLLLLL,LLLL
       214,2026/02/27 13:07:56,300,+ 44.10,+ 25.60,+ 24.45,+ 26.80,+ 25.20,+ 24.60,+ 2.271,+ 1.061,LLLLLLLLLL,LLLLLLLLLL,LLLL
       215,2026/02/27 13:07:56,400,+ 44.15,+ 25.60,+ 24.45,+ 26.80,+ 25.20,+ 24.60,+ 2.271,+ 1.061,LLLLLLLLLL,LLLLLLLLLL,LLLL
       216,2026/02/27 13:07:56,500,+ 44.20,+ 25.60,+ 24.50,+ 26.80,+ 25.20,+ 24.60,+ 2.270,+ 1.061,LLLLLLLLLL,LLLLLLLLLL,LLLL
       217,2026/02/27 13:07:56,600,+ 44.20,+ 25.60,+ 24.50,+ 26.85,+ 25.20,+ 24.55,+ 2.270,+ 1.061,LLLLLLLLLL,LLLLLLLLLL,LLLL
       218,2026/02/27 13:07:56,700,+ 44.25,+ 25.60,+ 24.45,+ 26.90,+ 25.20,+ 24.60,+ 2.271,+ 1.060,LLLLLLLLLL,LLLLLLLLLL,LLLL
       219,2026/02/27 13:07:56,800,+ 44.25,+ 25.60,+ 24.50,+ 26.85,+ 25.20,+ 24.60,+ 2.270,+ 1.060,LLLLLLLLLL,LLLLLLLLLL,LLLL
       220,2026/02/27 13:07:56,900,+ 44.25,+ 25.60,+ 24.45,+ 26.90,+ 25.25,+ 24.60,+ 2.270,+ 1.060,LLLLLLLLLL,LLLLLLLLLL,LLLL
       221,2026/02/27 13:07:57,  0,+ 44.35,+ 25.65,+ 24.45,+ 26.95,+ 25.20,+ 24.60,+ 2.270,+ 1.060,LLLLLLLLLL,LLLLLLLLLL,LLLL
       222,2026/02/27 13:07:57,100,+ 44.35,+ 25.65,+ 24.55,+ 26.90,+ 25.25,+ 24.60,+ 2.269,+ 1.060,LLLLLLLLLL,LLLLLLLLLL,LLLL
       223,2026/02/27 13:07:57,200,+ 44.35,+ 25.60,+ 24.55,+ 26.95,+ 25.25,+ 24.65,+ 2.269,+ 1.059,LLLLLLLLLL,LLLLLLLLLL,LLLL
       224,2026/02/27 13:07:57,300,+ 44.40,+ 25.70,+ 24.55,+ 27.00,+ 25.25,+ 24.65,+ 2.269,+ 1.059,LLLLLLLLLL,LLLLLLLLLL,LLLL
       225,2026/02/27 13:07:57,400,+ 44.40,+ 25.70,+ 24.55,+ 27.00,+ 25.30,+ 24.65,+ 2.269,+ 1.059,LLLLLLLLLL,LLLLLLLLLL,LLLL
       226,2026/02/27 13:07:57,500,+ 44.40,+ 25.70,+ 24.55,+ 27.00,+ 25.30,+ 24.65,+ 2.269,+ 1.058,LLLLLLLLLL,LLLLLLLLLL,LLLL
       227,2026/02/27 13:07:57,600,+ 44.45,+ 25.70,+ 24.55,+ 27.00,+ 25.35,+ 24.65,+ 2.268,+ 1.058,LLLLLLLLLL,LLLLLLLLLL,LLLL
       228,2026/02/27 13:07:57,700,+ 44.50,+ 25.80,+ 24.55,+ 27.00,+ 25.30,+ 24.65,+ 2.268,+ 1.058,LLLLLLLLLL,LLLLLLLLLL,LLLL
       229,2026/02/27 13:07:57,800,+ 44.50,+ 25.80,+ 24.60,+ 27.00,+ 25.30,+ 24.65,+ 2.268,+ 1.058,LLLLLLLLLL,LLLLLLLLLL,LLLL
       230,2026/02/27 13:07:57,900,+ 44.50,+ 25.85,+ 24.55,+ 27.05,+ 25.30,+ 24.65,+ 2.268,+ 1.058,LLLLLLLLLL,LLLLLLLLLL,LLLL
       231,2026/02/27 13:07:58,  0,+ 44.60,+ 25.80,+ 24.55,+ 27.05,+ 25.35,+ 24.70,+ 2.267,+ 1.058,LLLLLLLLLL,LLLLLLLLLL,LLLL
       232,2026/02/27 13:07:58,100,+ 44.55,+ 25.85,+ 24.60,+ 27.10,+ 25.35,+ 24.70,+ 2.267,+ 1.058,LLLLLLLLLL,LLLLLLLLLL,LLLL
       233,2026/02/27 13:07:58,200,+ 44.60,+ 25.85,+ 24.60,+ 27.05,+ 25.35,+ 24.70,+ 2.267,+ 1.057,LLLLLLLLLL,LLLLLLLLLL,LLLL
       234,2026/02/27 13:07:58,300,+ 44.65,+ 25.85,+ 24.60,+ 27.10,+ 25.35,+ 24.75,+ 2.267,+ 1.057,LLLLLLLLLL,LLLLLLLLLL,LLLL
       235,2026/02/27 13:07:58,400,+ 44.65,+ 25.85,+ 24.60,+ 27.10,+ 25.35,+ 24.70,+ 2.267,+ 1.057,LLLLLLLLLL,LLLLLLLLLL,LLLL
       236,2026/02/27 13:07:58,500,+ 44.70,+ 25.90,+ 24.60,+ 27.10,+ 25.40,+ 24.75,+ 2.266,+ 1.057,LLLLLLLLLL,LLLLLLLLLL,LLLL
